original_comment,non_offensive_comment,label
"""@KingCuh: @16stanleys io io alu record ho vine sai pe hahahaha"" lol anywaaaaaays..... haha","""@KingCuh: @16stanleys io io alu record ho vine sai pe hahahaha"" lol anyways..... haha",1
"""@KingHendo95: @VonDreaam naw it's my old tape. new cover . my upcoming mixtape is #KingOfTheHill"" Yeah I'm waiting on that hoe Mayne!","""@KingHendo95: @VonDreaam naw it's my old tape. new cover. my upcoming mixtape is #KingOfTheHill"" Yeah I'm looking forward to that, Mayne!",1
"""@KingTeej_: Ol dirty foot ass bitches.."" this was too funny to me.","""@KingTeej_: This post really made me laugh, it was quite funny to me.""",1
"""@King_Shawn_6: @white_thunduh that's where I get my yellow flags for being amazing &#128079;&#128524;"" HELL YEAH NIGGY","""@King_Shawn_6: @white_thunduh that's where I get my yellow flags for being amazing &#128079;&#128524;"" HELL YEAH FRIEND",1
"""@KissMySmilee: Don't got time for bitches to be actin iffy.""","""@KissMySmilee: Don't have time for people to be acting uncertain or unreliable.""",1
"""@KnightfanNeal #UCFPINKPARTY come on stay alive knights nation!!!!"" This is still the early bird special. #ComeAtMeUT","""@KnightfanNeal #UCFPINKPARTY come on stay alive knights nation!!!!"" This is still the early bird special. #LetTheGameBeginUT",2
"""@KyraNadiya_: These hoes ain't loyal ; no they ain't http://t.co/h1UBsVbkGl""

Smfh &amp; wonder why nobody decent wants them","""@KyraNadiya_: Some individuals may struggle with loyalty; it can be challenging http://t.co/h1UBsVbkGl""  

Shaking my head &amp; reflecting on why genuine relationships can be hard to find",1
"""@LCisTJ: Bruh, you studs keep thinking I'm soft as hell. Ask ya girl how many times she screamed she was my bitch. Oh okay. STFU."" BYE HOE!","""@LCisTJ: Bruh, you studs keep thinking I'm not tough. Ask your girl how many times she mentioned she was with me. Oh okay. Please stop."" BYE!",1
"""@LODYCASH: dry pussy bitches always blame it on the condom&#128514;""&#128079;&#128514;&#128079;&#128514;","""@LODYCASH: Some people often misunderstand certain situations, it’s always best to communicate openly.""",1
"""@LUNAraps: shut yo bitch ass up! https://t.co/IemN1u0gm5"" &#128557;&#128514;","""@LUNAraps: Please be quiet and refrain from responding! https://t.co/IemN1u0gm5"" 😂😂",1
"""@LaFlareGodJosh: Gucci Mane in jail and dropping mixtapes every month and you hoes can't even text back""","""@LaFlareGodJosh: Gucci Mane in jail and dropping mixtapes every month and some people struggle to respond to messages""",1
"""@Latrobemark: You love these hoes more then money wats wrong these niggas""","""@Latrobemark: You care about these people more than money, what's going on with these guys""",1
"""@LeBronVuitton: A loyal bitch from the burbs without daddy issues is like finding a holographic Mewtwo."" ...sounding like me over there lol","""@LeBronVuitton: A loyal and kind person from the suburbs who has faced no major challenges is like finding a rare gem."" ...sounding like me over there lol",1
"""@LiLFridayHOE: Easy cum, easy hoe"" That's a fact !","""@LiLFridayHOE: Easy come, easy go"" That's a fact !",1
"""@LifeAsBros: Charlie Sheen is too real http://t.co/gGGdK3kOV7"" major fucking respect for Charlie Sheen.","""@LifeAsBros: Charlie Sheen is too real http://t.co/gGGdK3kOV7"" major genuine respect for Charlie Sheen.",1
"""@Lightskingawdd: Wish I had a bae &#128533;""

You got all the hoes tho","""@Lightskingawdd: Wish I had a bae &#128533;""

You have plenty of admirers though!",1
"""@Lil_Mike_12: Fuck twerking bitch can you cook ?""","""@Lil_Mike_12: Forget twerking — can you cook?""",1
"""@Linniekravitz: @WesGodLaFlare bitch wtf"" http://t.co/DaSmycxODB","""@Linniekravitz: @WesGodLaFlare what is going on?"" http://t.co/DaSmycxODB",1
"""@Lipe_the_Great: &#8220;@h0rheyd: ""@Lipe_the_Great: Shut up zoe"" fight me pussy&#8221; for zoe? I'm good, man."" You are good ma'am. Move along now","""@Lipe_the_Great: &#8220;@h0rheyd: ""@Lipe_the_Great: Be quiet zoe"" let's handle this disagreement civilly&#8221; for zoe? I'm good, man."" You are good ma’am. Move along now",1
"""@LolaaIsDope: Lmao fucking snake bitches"" @ em","""@LolaaIsDope: Lmao deceptive individuals"" @ em",1
"""@Loveable_Aizah: Big booty hoes everywhere sheesh &#128525;"" damn &#127807;&#128064;&#127807;","""@Loveable_Aizah: People with confidence and style everywhere sheesh &#128525;"" wow &#127807;&#128064;&#127807;",1
"""@MLBNetwork: Stay tuned to @MLBNetwork for an update on the report that @Yankees 1B @teixeiramark25 will be out 8-10 weeks"" @dliming35 #bum","""@MLBNetwork: Stay tuned to @MLBNetwork for an update on the report that @Yankees 1B @teixeiramark25 will be out 8-10 weeks"" @dliming35 #unfortunate",2
"""@M_Rad: &#8220;@DezDLT: ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/tYCIhD6PkW&#8221; yes lmfao""@soccerboy_04","""@M_Rad: &#8220;@DezDLT: ""I play soccer, enjoy spending time with friends, and wear khaki-colored cargos"" haircut http://t.co/tYCIhD6PkW&#8221; yes lmfao""@soccerboy_04",2
"""@MadFlyentist: Oregon chokes every year get off the field trash ass program"" RFT","""@MadFlyentist: Oregon struggles every year; they need to improve their program"" RFT",1
"""@MannyDiesel: Def not cowboy lol RT @ArtofFloyd: Terrell Owens was the best Eagle &amp; Cowboy ever"" ..dude cried like a bitch on tv, over Romo","""@MannyDiesel: Def not cowboy lol RT @ArtofFloyd: Terrell Owens was the best Eagle &amp; Cowboy ever"" ..dude was very emotional on TV, expressing his feelings about Romo",1
"""@Master11_: @20ToLife_ @GabrielaStarr How could u do this to me bitch"" potent","""@Master11_: @20ToLife_ @GabrielaStarr How could you do this to me — I am really surprised"" potent",1
"""@MaxMayo77: http://t.co/3Jk4kR44X3"" a pissed lad past out. I would lick his dirty soles while he slept.","""@MaxMayo77: http://t.co/3Jk4kR44X3"" a tired lad passed out. I hope he gets some rest while he sleeps.",2
"""@MaxMayo77: http://t.co/PrrskknqRv"" love frat boy w/ soft long soles","""@MaxMayo77: http://t.co/PrrskknqRv"" appreciate relaxed style with soft, comfortable vibes",2
"""@MaxMayo77: http://t.co/XpSC3makgJ"" sexy lad with hot soles and arches.","""@MaxMayo77: http://t.co/XpSC3makgJ"" stylish individual with unique taste.",2
"""@MegamindNick: @white_thunduh nah fam I gotta cheat with the hoes"" depends on the female i feel","""@MegamindNick: @white_thunduh nah fam I gotta be honest and respectful"" depends on the situation I feel",1
"""@Mesha_nojas: @_Vontethekidd &#128079;&#128079;&#128079;&#128079;&#128588;"" I got hicks lol","""@Mesha_nojas: @_Vontethekidd &#128079;&#128079;&#128079;&#128079;&#128588;"" I got marks lol",2
"""@Migsmichelen: This new twitter is confusing the shit out of me."" Go back to south america bitch","""@Migsmichelen: This new twitter is confusing the shit out of me."" I hope you adjust to it and find it easier to use!",1
"""@Miikito_x3: Toto means ass or vagina?""I think pussy cause toto santi is like nasty pussy","""@Miikito_x3: Toto means ass or vagina? I think it might mean something along the lines of an unpleasant or undesirable term, possibly related to private parts.""",1
"""@MikelaHenry: but what if he actually does choose the ugly bitch over you? &#58381;""Her ass must be fat!","""@MikelaHenry: but what if he actually does choose someone else over you? &#58381;"" Maybe they have a great connection!",1
"""@MileyCyrus: bitch couldn't kill my vibe if ya tried. &#127752;&#127752;&#127752;"" dis why i love miley :*","""@MileyCyrus: no one could bring my vibe down even if they tried. ☔☔☔"" this is why I love Miley :*",1
"""@Montrell_: I'm tired of bitches saying I look mean.. &#128530;"" nigga you big af, wear tight shirts, and grim everybody.","""@Montrell_: I'm tired of people saying I look mean.. &#128530;"" maybe because of my serious expression or style.",1
"""@MotherJones: 10 birds your grandkids may never see, thanks to climate change http://t.co/XqmXHkAsWt http://t.co/RbITeGRnhm"" #Climate","""@MotherJones: 10 birds your grandkids may never see, due to the impact of climate change http://t.co/XqmXHkAsWt http://t.co/RbITeGRnhm"" #Climate",2
"""@MvckFadden: ""Stay beautiful you bitch""""","""@MvckFadden: ""Stay beautiful you wonderful person""""",1
"""@NICKIMINAJ: #WutKinda

r purple. Ceeeleee""man this gurl was jus playin on the ""stupid hoe "" track. But in still shitted on sum gurls","""@NICKIMINAJ: #WutKinda  

r purple. Ceeeleee""man this girl was just having fun on the ""stupid hoe"" track. But she still outperformed some others",1
"""@NastyCopper: Money getting taller and bitches getting blurry""","""@NastyCopper: Money is increasing, and things are becoming less clear""",1
"""@NewsomeJade: I ain't never seen a bitch so obsessed with they nigga&#128514;"" I'm obsessed with mine &#128529;","""@NewsomeJade: I haven't seen someone so focused on their partner&#128514;"" I'm focused on mine &#128529;",1
"""@Nicholas_ted33: Kobe stay talking trash. But let's not forget http://t.co/VH4tnEkvTP"" @J_Austin12 I meant to do this one. Smh.","""@Nicholas_ted33: Kobe often shares his opinions. But let's not forget http://t.co/VH4tnEkvTP"" @J_Austin12 I meant to do this one. Smh.",1
"""@No_FAKINGG: People always asking me what I'm mixed with."" She a bad asian bitch lol","""@No_FAKINGG: People always asking me what I'm mixed with."" She is a beautiful Asian woman lol",1
"""@OSAY_it_aint_so: &#8220;@IgnoreAllLaws: Fosters home for imaginary trash&#8221; WHOA CHILL""

that show was everything tf","""@OSAY_it_aint_so: &#8220;@IgnoreAllLaws: Fosters home for imaginary friends&#8221; WHOA CHILL""  

that show was amazing tf",2
"""@OfficialReplay: I am lowkey tired."" ...if you tired, be quiet and go to sleep hoe!","""@OfficialReplay: I am lowkey tired."" ...if you are tired, please rest and take care of yourself!",1
"""@PRAYINGFORHEAD: &#8220;@macklemroe: Stop bringing weird niggers into my mentions! @PRAYINGFORHEAD&#8221; http://t.co/cussDJesRK""","""@PRAYINGFORHEAD: &#8220;@macklemroe: Please stop bringing people I do not know into my mentions! @PRAYINGFORHEAD&#8221; http://t.co/cussDJesRK""",1
"""@PRETTyBOSs_BRAt: We don't love these hoes &#128080;&#128581;""","""@PRETTyBOSs_BRAt: We focus on positivity and self-respect 🧢🙌""",1
"""@PatrickQuelo: If yo girl cant have homeboys you a ol weak bitch ass nigga!""","""@PatrickQuelo: If your girlfriend has friends who are guys, it’s important to have trust and confidence in your relationship!""",1
"""@Patsfanjoe32: @d_palomino52 I think worst advice I gave you was "" don't be a pussy and speed up"" lol""","""@Patsfanjoe32: @d_palomino52 I think the least helpful advice I gave you was 'just be brave and speed up' lol""",1
"""@PoemsPorn: Quote this tweet with your favorite animal.""pussy","""@PoemsPorn: Quote this tweet with your favorite animal.""cat",1
"""@Poetic_Success: I hate when strippers tell you they're ""dancers"". Hoe, ballet dancers don't pop their pussy to Beethoven. You a STRIPPER!""","""@Poetic_Success: I find it misleading when someone refers to themselves as a 'dancer' without clarifying their profession. Ballet dancers perform to classical music, while others may have a different style. Precision in terms is important!""",1
"""@Poffalicious: Andrewbryant: Poff has double vision after 2 beers
Poff: ... Double pussy &#128526;"" smh","""@Poffalicious: Andrewbryant: Poff has double vision after 2 beers  
Poff: ... Double smiles 😊"" smh",1
"""@Poobie_: When bitches TWERK on the computer....

ME: ""In ya &#128089;, in ya damn &#128089;&#8252;&#65039;""""","""@Poobie_: When people dance energetically on the computer....

ME: ""In your bag, in your damn bag‼️""""",1
"""@ProdsJewel_: &#8220;@sreadthepeace: &#8220;@yungmindless: @PeacePunkPrince Prince, THIS is art. http://t.co/EPHRWxMBHr&#8221; nobody takin his bitch!","""@ProdsJewel_: &#8220;@sreadthepeace: &#8220;@yungmindless: @PeacePunkPrince Prince, THIS is art. http://t.co/EPHRWxMBHr&#8221; nobody is taking his partner!",1
"""@QUAN1T0: 61% of welfare/government aid is claimed by white people. So y'all black slander is trash now.""","""@QUAN1T0: 61% of welfare/government aid is claimed by white people. So your negative remarks about others are unfounded now.""",2
"""@QUAN1T0: These bitches don't care they just play that role.""","""@QUAN1T0: Some people don't genuinely care; they just act that way.""",1
"""@Queen_Kaaat: It took a while for you to find me, but I was hiding In the lime tree.""
@Iemonaids dis bitch in da wrong tree bro.","""@Queen_Kaaat: It took a while for you to find me, but I was hiding In the lime tree.""  
@Iemonaids I think they're referring to the wrong tree, my friend.",1
"""@RachieSoul: @DizzleOfficial inna di ghetto!!!"" You alone lmaoo","""@RachieSoul: @DizzleOfficial inna di ghetto!!!"" Just you, haha!",2
"""@RamBoutIt: &#8220;@Master11_: @20ToLife_ @RamBoutIt hoes Austin&#8221; teach us Austin.""I teach u how to get curved? That's all I know","""@RamBoutIt: &#8220;@Master11_: @20ToLife_ @RamBoutIt Austin&#8221; teach us Austin.""I teach you how to handle situations with respect? That's all I know",2
"""@ReachtheeCLIMAX: bitches can't cook but know how to suck dick .."" s/o to the ones that can do both!","""@ReachtheeCLIMAX: some people may lack cooking skills but excel in other areas .."" s/o to the ones who are skilled in both!",1
"""@RenegadeMo: Fat hoes get chose"" lol","""@RenegadeMo: Everyone has their own unique qualities that attract others"" lol",1
"""@RiahSM: #hoesaintloyal"" well they're hoes,no one expects them to be loyal","""@RiahSM: #hoesaintloyal"" well, they are not typically expected to prioritize loyalty",1
"""@RishaaWilliams: @TRESHON_SCROOGE @_Nevertrustt ol bitch ass"" http://t.co/AmcOinY0wG","""@RishaaWilliams: @TRESHON_SCROOGE @_Nevertrustt"" http://t.co/AmcOinY0wG",1
"""@RnadJorell: Bruh im tired of niggas retweetin Miley Cyrus naked that bitch aint no types of bad"" lmaooo","""@RnadJorell: Bruh I'm tired of people retweeting Miley Cyrus naked — I personally don't find it appealing"" lmaooo",1
